n1(SiO2),n2(Si3N4),n3(Al2O3),h1(SiO2)/nm,h2(Si3N4)/nm,h3(Al2O3)/nm,T()
2.12699,4.06632,3.1262,0.1,0.5,1.6,0.5786206637432139
2.12699,4.06632,3.1262,0.1,0.5,1.7000000000000002,0.6980722074269001
2.12699,4.06632,3.1262,0.1,0.5,1.8000000000000005,0.1857567341801289
2.12699,4.06632,3.1262,0.1,0.5,1.9,0.3082760954203085
2.12699,4.06632,3.1262,0.1,0.5,2.0,0.1620587860491322
2.12699,4.06632,3.1262,0.1,0.6,0.1,0.9086901146486808
2.12699,4.06632,3.1262,0.1,0.6,0.2,0.6792151930343125
2.12699,4.06632,3.1262,0.1,0.6,0.3,0.5325466018316078
2.12699,4.06632,3.1262,0.1,0.6,0.4,0.2860907483716044
2.12699,4.06632,3.1262,0.1,0.6,0.5,0.268388760652231
2.12699,4.06632,3.1262,0.1,0.6,0.6,0.2627160166210418
2.12699,4.06632,3.1262,0.1,0.6,0.7,0.8711865030677299
2.12699,4.06632,3.1262,0.1,0.6,0.8,0.8481019471886482
2.12699,4.06632,3.1262,0.1,0.6,0.9,0.5483743691017414
2.12699,4.06632,3.1262,0.1,0.6,1.0,0.2479307983869998
2.12699,4.06632,3.1262,0.1,0.6,1.1,0.9175635202782404
2.12699,4.06632,3.1262,0.1,0.6,1.2000000000000002,0.289048726751855
2.12699,4.06632,3.1262,0.1,0.6,1.3,0.971884708296704
2.12699,4.06632,3.1262,0.1,0.6,1.4,0.1188743405771395
2.12699,4.06632,3.1262,0.1,0.6,1.5000000000000002,0.2951842386802173
2.12699,4.06632,3.1262,0.1,0.6,1.6,0.9336484079697716
2.12699,4.06632,3.1262,0.1,0.6,1.7000000000000002,0.5302386328227041
2.12699,4.06632,3.1262,0.1,0.6,1.8000000000000005,0.1936157672576893
2.12699,4.06632,3.1262,0.1,0.6,1.9,0.3623504208185362
2.12699,4.06632,3.1262,0.1,0.6,2.0,0.1896716226357837
2.12699,4.06632,3.1262,0.1,0.7,0.1,0.7015029111997403
2.12699,4.06632,3.1262,0.1,0.7,0.2,0.6457980071451189
2.12699,4.06632,3.1262,0.1,0.7,0.3,0.3491733297202344
2.12699,4.06632,3.1262,0.1,0.7,0.4,0.2121954107766296
2.12699,4.06632,3.1262,0.1,0.7,0.5,0.9580707696453702
2.12699,4.06632,3.1262,0.1,0.7,0.6,0.5929568235133101
2.12699,4.06632,3.1262,0.1,0.7,0.7,0.4631498284166785
2.12699,4.06632,3.1262,0.1,0.7,0.8,0.4249000761931832
2.12699,4.06632,3.1262,0.1,0.7,0.9,0.4542475275052325
2.12699,4.06632,3.1262,0.1,0.7,1.0,0.8816300223967416
2.12699,4.06632,3.1262,0.1,0.7,1.1,0.2478884130107004
2.12699,4.06632,3.1262,0.1,0.7,1.2000000000000002,0.4563783877421278
2.12699,4.06632,3.1262,0.1,0.7,1.3,0.8620517744416302
2.12699,4.06632,3.1262,0.1,0.7,1.4,0.3390630478525057
2.12699,4.06632,3.1262,0.1,0.7,1.5000000000000002,0.2019606151712139
2.12699,4.06632,3.1262,0.1,0.7,1.6,0.4235086383898582
2.12699,4.06632,3.1262,0.1,0.7,1.7000000000000002,0.2088559887956345
2.12699,4.06632,3.1262,0.1,0.7,1.8000000000000005,0.1413356764868432
2.12699,4.06632,3.1262,0.1,0.7,1.9,0.1048559058035702
2.12699,4.06632,3.1262,0.1,0.7,2.0,0.5443199608559999
2.12699,4.06632,3.1262,0.1,0.8,0.1,0.3481447913422206
2.12699,4.06632,3.1262,0.1,0.8,0.2,0.6716889386325611
2.12699,4.06632,3.1262,0.1,0.8,0.3,0.5269673440757517
2.12699,4.06632,3.1262,0.1,0.8,0.4,0.9479897392933196
2.12699,4.06632,3.1262,0.1,0.8,0.5,0.1218553598016441
2.12699,4.06632,3.1262,0.1,0.8,0.6,0.936925916676831
2.12699,4.06632,3.1262,0.1,0.8,0.7,0.8062305738351881
2.12699,4.06632,3.1262,0.1,0.8,0.8,0.4772545400847553
2.12699,4.06632,3.1262,0.1,0.8,0.9,0.2625974696637291
2.12699,4.06632,3.1262,0.1,0.8,1.0,0.8881068730764973
2.12699,4.06632,3.1262,0.1,0.8,1.1,0.8415904310616182
2.12699,4.06632,3.1262,0.1,0.8,1.2000000000000002,0.2865984883999617
2.12699,4.06632,3.1262,0.1,0.8,1.3,0.9415769115108126
2.12699,4.06632,3.1262,0.1,0.8,1.4,0.202410816708415
2.12699,4.06632,3.1262,0.1,0.8,1.5000000000000002,0.7344920676574261
2.12699,4.06632,3.1262,0.1,0.8,1.6,0.7503589513563119
2.12699,4.06632,3.1262,0.1,0.8,1.7000000000000002,0.8935383532071073
2.12699,4.06632,3.1262,0.1,0.8,1.8000000000000005,0.1631530045000432
2.12699,4.06632,3.1262,0.1,0.8,1.9,0.1330312998590678
2.12699,4.06632,3.1262,0.1,0.8,2.0,0.901403345321278
2.12699,4.06632,3.1262,0.1,0.9,0.1,0.2624055677786829
2.12699,4.06632,3.1262,0.1,0.9,0.2,0.422479656210039
2.12699,4.06632,3.1262,0.1,0.9,0.3,0.7777777126338622
2.12699,4.06632,3.1262,0.1,0.9,0.4,0.9595899273139016
2.12699,4.06632,3.1262,0.1,0.9,0.5,0.8927159892536451
2.12699,4.06632,3.1262,0.1,0.9,0.6,0.9243501374279238
2.12699,4.06632,3.1262,0.1,0.9,0.7,0.3949447604575214
2.12699,4.06632,3.1262,0.1,0.9,0.8,0.3758468448388266
2.12699,4.06632,3.1262,0.1,0.9,0.9,0.6363803897045623
2.12699,4.06632,3.1262,0.1,0.9,1.0,0.8247009921523287
2.12699,4.06632,3.1262,0.1,0.9,1.1,0.7425847392304383
2.12699,4.06632,3.1262,0.1,0.9,1.2000000000000002,0.8536618603317345
2.12699,4.06632,3.1262,0.1,0.9,1.3,0.824830059089383
2.12699,4.06632,3.1262,0.1,0.9,1.4,0.9136185677245992
2.12699,4.06632,3.1262,0.1,0.9,1.5000000000000002,0.8729916659476654
2.12699,4.06632,3.1262,0.1,0.9,1.6,0.3483336744409703
2.12699,4.06632,3.1262,0.1,0.9,1.7000000000000002,0.9919862342222712
2.12699,4.06632,3.1262,0.1,0.9,1.8000000000000005,0.6523808370203595
2.12699,4.06632,3.1262,0.1,0.9,1.9,0.1167327004642812
2.12699,4.06632,3.1262,0.1,0.9,2.0,0.7015928957815074
2.12699,4.06632,3.1262,0.1,1.0,0.1,0.9999325720305304
2.12699,4.06632,3.1262,0.1,1.0,0.2,0.4292713847973093
2.12699,4.06632,3.1262,0.1,1.0,0.3,0.3983973331611972
2.12699,4.06632,3.1262,0.1,1.0,0.4,0.7366905078829974
2.12699,4.06632,3.1262,0.1,1.0,0.5,0.6358858335389341
2.12699,4.06632,3.1262,0.1,1.0,0.6,0.2609062188574593
2.12699,4.06632,3.1262,0.1,1.0,0.7,0.6906293690667799
2.12699,4.06632,3.1262,0.1,1.0,0.8,0.5547674196338743
2.12699,4.06632,3.1262,0.1,1.0,0.9,0.6453987311202809
2.12699,4.06632,3.1262,0.1,1.0,1.0,0.3314043182584982
2.12699,4.06632,3.1262,0.1,1.0,1.1,0.6896936328794173
2.12699,4.06632,3.1262,0.1,1.0,1.2000000000000002,0.4779698550471138
2.12699,4.06632,3.1262,0.1,1.0,1.3,0.4593921939646566
2.12699,4.06632,3.1262,0.1,1.0,1.4,0.6146231758862454
2.12699,4.06632,3.1262,0.1,1.0,1.5000000000000002,0.7228361831285283
2.12699,4.06632,3.1262,0.1,1.0,1.6,0.336358657589081
2.12699,4.06632,3.1262,0.1,1.0,1.7000000000000002,0.8937398300193654
2.12699,4.06632,3.1262,0.1,1.0,1.8000000000000005,0.3888421978394846
2.12699,4.06632,3.1262,0.1,1.0,1.9,0.1377373966982947
2.12699,4.06632,3.1262,0.1,1.0,2.0,0.7141686517481889
2.12699,4.06632,3.1262,0.1,1.1,0.1,0.2085199168311629
2.12699,4.06632,3.1262,0.1,1.1,0.2,0.6082037138701023
2.12699,4.06632,3.1262,0.1,1.1,0.3,0.5670211928072346
2.12699,4.06632,3.1262,0.1,1.1,0.4,0.8886281340557374
2.12699,4.06632,3.1262,0.1,1.1,0.5,0.972238859430962
2.12699,4.06632,3.1262,0.1,1.1,0.6,0.1472900524914909
2.12699,4.06632,3.1262,0.1,1.1,0.7,0.8179414725821771
2.12699,4.06632,3.1262,0.1,1.1,0.8,0.6843099483046072
2.12699,4.06632,3.1262,0.1,1.1,0.9,0.6730091229018917
2.12699,4.06632,3.1262,0.1,1.1,1.0,0.3590972547157076
2.12699,4.06632,3.1262,0.1,1.1,1.1,0.7913371093301279
2.12699,4.06632,3.1262,0.1,1.1,1.2000000000000002,0.3468295474490684
2.12699,4.06632,3.1262,0.1,1.1,1.3,0.5534555208877455
2.12699,4.06632,3.1262,0.1,1.1,1.4,0.9957715519081168
2.12699,4.06632,3.1262,0.1,1.1,1.5000000000000002,0.6722329485781726
2.12699,4.06632,3.1262,0.1,1.1,1.6,0.6988334602333445
2.12699,4.06632,3.1262,0.1,1.1,1.7000000000000002,0.8360775059385503
2.12699,4.06632,3.1262,0.1,1.1,1.8000000000000005,0.2839417069532023
2.12699,4.06632,3.1262,0.1,1.1,1.9,0.7851565245811364
2.12699,4.06632,3.1262,0.1,1.1,2.0,0.629563092924754
2.12699,4.06632,3.1262,0.1,1.2000000000000002,0.1,0.4930274211890129
2.12699,4.06632,3.1262,0.1,1.2000000000000002,0.2,0.2520399748294172
2.12699,4.06632,3.1262,0.1,1.2000000000000002,0.3,0.8166880922022529
2.12699,4.06632,3.1262,0.1,1.2000000000000002,0.4,0.3181713474026298
2.12699,4.06632,3.1262,0.1,1.2000000000000002,0.5,0.9639754384482536
2.12699,4.06632,3.1262,0.1,1.2000000000000002,0.6,0.6700929238225379
2.12699,4.06632,3.1262,0.1,1.2000000000000002,0.7,0.6912971242788543
2.12699,4.06632,3.1262,0.1,1.2000000000000002,0.8,0.4802113535641744
2.12699,4.06632,3.1262,0.1,1.2000000000000002,0.9,0.3747791765762057
2.12699,4.06632,3.1262,0.1,1.2000000000000002,1.0,0.5523829230006878
2.12699,4.06632,3.1262,0.1,1.2000000000000002,1.1,0.513740596427153
2.12699,4.06632,3.1262,0.1,1.2000000000000002,1.2000000000000002,0.5686504295423989
2.12699,4.06632,3.1262,0.1,1.2000000000000002,1.3,0.7161298773623205
2.12699,4.06632,3.1262,0.1,1.2000000000000002,1.4,0.6715452032467955
2.12699,4.06632,3.1262,0.1,1.2000000000000002,1.5000000000000002,0.7826859904479935
2.12699,4.06632,3.1262,0.1,1.2000000000000002,1.6,0.3896674517508998
2.12699,4.06632,3.1262,0.1,1.2000000000000002,1.7000000000000002,0.6817789489463366
2.12699,4.06632,3.1262,0.1,1.2000000000000002,1.8000000000000005,0.8554997708101889
2.12699,4.06632,3.1262,0.1,1.2000000000000002,1.9,0.953427167842682
2.12699,4.06632,3.1262,0.1,1.2000000000000002,2.0,0.277168192936086
2.12699,4.06632,3.1262,0.1,1.3,0.1,0.9912974894436444
2.12699,4.06632,3.1262,0.1,1.3,0.2,0.476749323293732
2.12699,4.06632,3.1262,0.1,1.3,0.3,0.4875382393717224
2.12699,4.06632,3.1262,0.1,1.3,0.4,0.1493725008926488
2.12699,4.06632,3.1262,0.1,1.3,0.5,0.5478187299814646
2.12699,4.06632,3.1262,0.1,1.3,0.6,0.5209029716424589
2.12699,4.06632,3.1262,0.1,1.3,0.7,0.7377175804352123
2.12699,4.06632,3.1262,0.1,1.3,0.8,0.1288649515627911
2.12699,4.06632,3.1262,0.1,1.3,0.9,0.228187451875319
2.12699,4.06632,3.1262,0.1,1.3,1.0,0.5296163158014494
2.12699,4.06632,3.1262,0.1,1.3,1.1,0.4172173659349845
2.12699,4.06632,3.1262,0.1,1.3,1.2000000000000002,0.9570905627191896
2.12699,4.06632,3.1262,0.1,1.3,1.3,0.7142584196934727
2.12699,4.06632,3.1262,0.1,1.3,1.4,0.8124407641771062
2.12699,4.06632,3.1262,0.1,1.3,1.5000000000000002,0.68356049348364
2.12699,4.06632,3.1262,0.1,1.3,1.6,0.28683894804884
2.12699,4.06632,3.1262,0.1,1.3,1.7000000000000002,0.9865326514304568
2.12699,4.06632,3.1262,0.1,1.3,1.8000000000000005,0.6247277271949375
2.12699,4.06632,3.1262,0.1,1.3,1.9,0.1626172903557143
2.12699,4.06632,3.1262,0.1,1.3,2.0,0.6451229604549591
2.12699,4.06632,3.1262,0.1,1.4,0.1,0.7269742972157888
2.12699,4.06632,3.1262,0.1,1.4,0.2,0.6590539816574941
2.12699,4.06632,3.1262,0.1,1.4,0.3,0.4341972767270575
2.12699,4.06632,3.1262,0.1,1.4,0.4,0.4907953491232236
2.12699,4.06632,3.1262,0.1,1.4,0.5,0.8776309316662211
2.12699,4.06632,3.1262,0.1,1.4,0.6,0.5645426969591236
2.12699,4.06632,3.1262,0.1,1.4,0.7,0.5831183684262604
2.12699,4.06632,3.1262,0.1,1.4,0.8,0.3488541216146642
2.12699,4.06632,3.1262,0.1,1.4,0.9,0.9293483651897864
2.12699,4.06632,3.1262,0.1,1.4,1.0,0.6999951161221826
2.12699,4.06632,3.1262,0.1,1.4,1.1,0.2482840358191876
2.12699,4.06632,3.1262,0.1,1.4,1.2000000000000002,0.3681470419091572
2.12699,4.06632,3.1262,0.1,1.4,1.3,0.1873201853011366
2.12699,4.06632,3.1262,0.1,1.4,1.4,0.2529742228141281
2.12699,4.06632,3.1262,0.1,1.4,1.5000000000000002,0.3553529399969799
2.12699,4.06632,3.1262,0.1,1.4,1.6,0.703824588591763
2.12699,4.06632,3.1262,0.1,1.4,1.7000000000000002,0.909413268587937
2.12699,4.06632,3.1262,0.1,1.4,1.8000000000000005,0.6164106131422475
2.12699,4.06632,3.1262,0.1,1.4,1.9,0.2003094170815119
2.12699,4.06632,3.1262,0.1,1.4,2.0,0.8818415124868013
2.12699,4.06632,3.1262,0.1,1.5000000000000002,0.1,0.4300709498844188
2.12699,4.06632,3.1262,0.1,1.5000000000000002,0.2,0.8967369077600625
2.12699,4.06632,3.1262,0.1,1.5000000000000002,0.3,0.5451376279635572
2.12699,4.06632,3.1262,0.1,1.5000000000000002,0.4,0.3883074566953648
2.12699,4.06632,3.1262,0.1,1.5000000000000002,0.5,0.5629610535183558
2.12699,4.06632,3.1262,0.1,1.5000000000000002,0.6,0.7683568661772431
2.12699,4.06632,3.1262,0.1,1.5000000000000002,0.7,0.6875906993831352
2.12699,4.06632,3.1262,0.1,1.5000000000000002,0.8,0.1085431390883533
2.12699,4.06632,3.1262,0.1,1.5000000000000002,0.9,0.6566874347482046
2.12699,4.06632,3.1262,0.1,1.5000000000000002,1.0,0.4738063619041582
2.12699,4.06632,3.1262,0.1,1.5000000000000002,1.1,0.4101560102907545
2.12699,4.06632,3.1262,0.1,1.5000000000000002,1.2000000000000002,0.7767116486815223
2.12699,4.06632,3.1262,0.1,1.5000000000000002,1.3,0.5547842284522118
2.12699,4.06632,3.1262,0.1,1.5000000000000002,1.4,0.6401012277291142
2.12699,4.06632,3.1262,0.1,1.5000000000000002,1.5000000000000002,0.7038198722061082
2.12699,4.06632,3.1262,0.1,1.5000000000000002,1.6,0.5735412395632409
2.12699,4.06632,3.1262,0.1,1.5000000000000002,1.7000000000000002,0.8569218721778004
2.12699,4.06632,3.1262,0.1,1.5000000000000002,1.8000000000000005,0.3508806450860008
2.12699,4.06632,3.1262,0.1,1.5000000000000002,1.9,0.9322950967875606
2.12699,4.06632,3.1262,0.1,1.5000000000000002,2.0,0.8270029297223014
2.12699,4.06632,3.1262,0.1,1.6,0.1,0.3055407312775534
2.12699,4.06632,3.1262,0.1,1.6,0.2,0.4154743540342901
2.12699,4.06632,3.1262,0.1,1.6,0.3,0.3131041109586526
2.12699,4.06632,3.1262,0.1,1.6,0.4,0.1035390938853056
2.12699,4.06632,3.1262,0.1,1.6,0.5,0.9436551729868377
2.12699,4.06632,3.1262,0.1,1.6,0.6,0.844528422268752
2.12699,4.06632,3.1262,0.1,1.6,0.7,0.8649477020363526
2.12699,4.06632,3.1262,0.1,1.6,0.8,0.399933157854018
2.12699,4.06632,3.1262,0.1,1.6,0.9,0.4514058154327415
2.12699,4.06632,3.1262,0.1,1.6,1.0,0.3015844660769003
2.12699,4.06632,3.1262,0.1,1.6,1.1,0.1648340988441724
2.12699,4.06632,3.1262,0.1,1.6,1.2000000000000002,0.948076223976764
2.12699,4.06632,3.1262,0.1,1.6,1.3,0.4505284650843814
2.12699,4.06632,3.1262,0.1,1.6,1.4,0.5538051522104972
2.12699,4.06632,3.1262,0.1,1.6,1.5000000000000002,0.8207725896443283
2.12699,4.06632,3.1262,0.1,1.6,1.6,0.7067464249570212
2.12699,4.06632,3.1262,0.1,1.6,1.7000000000000002,0.8395502377768385
2.12699,4.06632,3.1262,0.1,1.6,1.8000000000000005,0.6745845641470058
2.12699,4.06632,3.1262,0.1,1.6,1.9,0.2186229472799611
2.12699,4.06632,3.1262,0.1,1.6,2.0,0.9771810833514886
2.12699,4.06632,3.1262,0.1,1.7000000000000002,0.1,0.1443028443808457
2.12699,4.06632,3.1262,0.1,1.7000000000000002,0.2,0.8452167693694086
2.12699,4.06632,3.1262,0.1,1.7000000000000002,0.3,0.3007359615413674
2.12699,4.06632,3.1262,0.1,1.7000000000000002,0.4,0.4075319628167878
2.12699,4.06632,3.1262,0.1,1.7000000000000002,0.5,0.908817141105552
2.12699,4.06632,3.1262,0.1,1.7000000000000002,0.6,0.990753259897042
2.12699,4.06632,3.1262,0.1,1.7000000000000002,0.7,0.3553557632016022
2.12699,4.06632,3.1262,0.1,1.7000000000000002,0.8,0.7302755998525959
2.12699,4.06632,3.1262,0.1,1.7000000000000002,0.9,0.3369414322125362
2.12699,4.06632,3.1262,0.1,1.7000000000000002,1.0,0.554406351891433
2.12699,4.06632,3.1262,0.1,1.7000000000000002,1.1,0.5032960604896292
2.12699,4.06632,3.1262,0.1,1.7000000000000002,1.2000000000000002,0.4521947057833769
2.12699,4.06632,3.1262,0.1,1.7000000000000002,1.3,0.3749264386137544
2.12699,4.06632,3.1262,0.1,1.7000000000000002,1.4,0.3528305438951662
2.12699,4.06632,3.1262,0.1,1.7000000000000002,1.5000000000000002,0.4048134716089265
2.12699,4.06632,3.1262,0.1,1.7000000000000002,1.6,0.7935476434428255
2.12699,4.06632,3.1262,0.1,1.7000000000000002,1.7000000000000002,0.5258209363704807
2.12699,4.06632,3.1262,0.1,1.7000000000000002,1.8000000000000005,0.6636385662489691
2.12699,4.06632,3.1262,0.1,1.7000000000000002,1.9,0.2797633245886971
2.12699,4.06632,3.1262,0.1,1.7000000000000002,2.0,0.8211887953019881
2.12699,4.06632,3.1262,0.1,1.8000000000000005,0.1,0.2604507592194452
2.12699,4.06632,3.1262,0.1,1.8000000000000005,0.2,0.2566679516902347
2.12699,4.06632,3.1262,0.1,1.8000000000000005,0.3,0.2805931298802597
2.12699,4.06632,3.1262,0.1,1.8000000000000005,0.4,0.6088240910628612
2.12699,4.06632,3.1262,0.1,1.8000000000000005,0.5,0.7463206968486084
2.12699,4.06632,3.1262,0.1,1.8000000000000005,0.6,0.9840048057206726
2.12699,4.06632,3.1262,0.1,1.8000000000000005,0.7,0.7293221607246136
2.12699,4.06632,3.1262,0.1,1.8000000000000005,0.8,0.4134948509708357
2.12699,4.06632,3.1262,0.1,1.8000000000000005,0.9,0.3290242502464041
2.12699,4.06632,3.1262,0.1,1.8000000000000005,1.0,0.4598585040694198
2.12699,4.06632,3.1262,0.1,1.8000000000000005,1.1,0.4181553952635912
2.12699,4.06632,3.1262,0.1,1.8000000000000005,1.2000000000000002,0.2506361401158476
2.12699,4.06632,3.1262,0.1,1.8000000000000005,1.3,0.7573183550504039
2.12699,4.06632,3.1262,0.1,1.8000000000000005,1.4,0.6072718830439415
2.12699,4.06632,3.1262,0.1,1.8000000000000005,1.5000000000000002,0.1891655027617787
2.12699,4.06632,3.1262,0.1,1.8000000000000005,1.6,0.4735924435112014
2.12699,4.06632,3.1262,0.1,1.8000000000000005,1.7000000000000002,0.979322032679784
2.12699,4.06632,3.1262,0.1,1.8000000000000005,1.8000000000000005,0.889662236728842
2.12699,4.06632,3.1262,0.1,1.8000000000000005,1.9,0.8107633408569453
2.12699,4.06632,3.1262,0.1,1.8000000000000005,2.0,0.2178852212486422
2.12699,4.06632,3.1262,0.1,1.9,0.1,0.9923699404443914
2.12699,4.06632,3.1262,0.1,1.9,0.2,0.3746867690441545
2.12699,4.06632,3.1262,0.1,1.9,0.3,0.3714383294399838
2.12699,4.06632,3.1262,0.1,1.9,0.4,0.371765721132653
2.12699,4.06632,3.1262,0.1,1.9,0.5,0.7238182413659676
